"Поисковая фраза (Директ)","Кампания Яндекс.Директа","Визиты","Посетители","Клики","Расходы, RUB","Отказы","Глубина просмотра","Время на сайте","Достижения избранных целей"
"сантехник 24 часа проспект просвещения","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","20.4652","0.0","1.0","00:00:31","1"
"сантехник 24 часа санкт петербург шушары","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","293.89","0.0","1.0","00:00:28","1"
"сантехник 24 часа спб красновельский район","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","781.4106","0.0","1.0","00:06:18","1"
"сантехник 24 часа спб красносельский район"," 24santehnik.com / мк / СПБ ок авто ( N-701674809 )","1","1","1","0.0","0.0","1.0","00:00:25","0"
"сантехник 24 часа спб мурино","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","0.0","1.0","00:00:15","0"
"сантехник 24 часа спб невский район","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","1500.0","0.0","2.0","00:03:17","2"
"сантехник 24 часа спб недорого приморский","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","0.0","1.0","00:00:15","0"
"сантехник 24 часа спб отзывы клиентов","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник 24 часа спб петроградская","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","328.9832","0.0","1.0","00:00:15","1"
"сантехник 24 часа спб солнечной город","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","1700.0","0.0","1.0","00:00:21","1"
"сантехник 24 часа фрунзенский район","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","580.8656","0.0","2.0","00:01:15","0"
"сантехник 24 часа центральный район","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","637.7728","0.0","1.0","00:00:18","1"
"сантехник 24 часа чпб","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","218.8898","1.0","1.0","00:00:00","0"
"сантехник 500 рублей","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","0.0","2.0","00:00:19","0"
"сантехник 642 56 58","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник 78122501416","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник 78125070246","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","53.0533","0.0","2.0","00:01:32","0"
"сантехник 79112730761","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","97.0978","0.0","2.0","00:00:54","0"
"сантехник 79587784188","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","2","1","2","456.83709999999996","0.0","1.5","00:02:16","0"
"сантехник 8 931 591 25 70","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","162.5044","0.0","1.0","00:00:15","0"
"сантехник 89062553850 санкт петербург","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник 89312337134","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","629.8312","1.0","1.0","00:00:00","0"
"сантехник 8931233724"," 24santehnik.com / мк / СПБ ок авто ( N-701674809 )","1","1","1","0.0","0.0","1.0","00:00:15","0"
"сантехник 89365404854","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","182.4006","1.0","1.0","00:00:00","0"
"сантехник 89952227409","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник 911","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","272.0843","0.0","3.0","00:40:33","0"
"сантехник 9204024 колпино","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","262.018","1.0","1.0","00:00:00","0"
"сантехник ru","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","0.0","1.0","00:00:15","0"
"сантехник аварийка 24","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","254.3359","0.0","1.0","00:00:15","0"
"сантехник аварийка космонавтов 48","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","546.2911","1.0","1.0","00:00:00","0"
"сантехник аварийная служба","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","1500.0","0.0","1.0","00:00:24","1"
"сантехник аварийная служба авангардная","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","300.6576","0.0","1.0","00:00:15","1"
"сантехник аварийная служба выборгского района","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","179.0216","1.0","1.0","00:00:00","0"
"сантехник аварийная служба невский 112 центральный район","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","583.6368","1.0","1.0","00:00:00","0"
"сантехник аварийная служба приморский район","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","772.9871","1.0","1.0","00:00:02","1"
"сантехник аварийной службы спб","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","1200.2514","0.0","1.0","00:00:15","0"
"сантехник аварийный","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","4","1","2","528.9073999999999","0.0","1.75","00:08:47","0"
"сантехник авиагородок спб","ключи услуги /  мк / СПБ ок сц ( N-704115915 )","1","1","1","209.0945","0.0","1.0","00:00:15","0"
"сантехник авито","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник авито"," 24santehnik.com / мк / СПБ ок авто ( N-701674809 )","1","1","2","0.0","0.0","1.0","00:00:15","0"
"сантехник авито петергоф","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","0.0","1.0","00:00:16","0"
"сантехник авито санкт петербург","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","0.0","2.0","00:03:15","0"
"сантехник авито санкт петербург"," 24santehnik.com / мк / СПБ ок авто ( N-701674809 )","1","1","1","0.0","0.0","7.0","00:38:40","0"
"сантехник авито спб","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","0.0","1.0","00:01:12","0"
"сантехник автово","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","242.201","0.0","1.0","00:00:21","0"
"сантехник агалатово","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","223.7647","1.0","1.0","00:00:00","0"
"сантехник адмиралтейский район"," 24santehnik.com / мк / СПБ ок авто ( N-701674809 )","2","1","1","0.0","0.0","1.0","00:06:48","0"
"сантехник адмиралтейский район санкт петербург","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","2","1","1","163.9939","0.5","1.5","00:00:11","0"
"сантехник адмиралтейский район спб","eLama | 24santehnik | Товарная | СПб ( N-109583585 )","1","1","1","0.0","0.0","1.0","00:00:14","0"
"сантехник адмиралтейского района","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","2","1","2","627.9436000000001","0.0","1.0","00:00:15","1"
"сантехник адмиралтейского района спб","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","587.0145","0.0","1.0","00:00:15","0"
"сантехник адреса","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","239.9904","0.0","1.0","00:00:33","0"
"сантехник академическая","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","762.5563","1.0","1.0","00:00:00","0"
"сантехник александр мурашев","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","46.0072","0.0","1.0","00:00:16","0"
"сантехник алексей","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник анинискей шоссе","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","2","1","1","0.0","0.0","1.0","00:00:15","0"
"сантехник антон","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","83.9532","0.0","2.0","00:00:28","0"
"сантехник ао всеволожск","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","246.7196","1.0","1.0","00:00:00","0"
"сантехник апрельская","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","1492.1101","1.0","1.0","00:00:03","1"
"сантехник афоня в спб","eLama | 24santehnik | Мастер кампаний | СПб ( N-109583445 )","1","1","1","0.0","1.0","1.0","00:00:00","0"
"сантехник балабаново","eLama | 24santehnik | Поиск | СПб ( N-109582708 )","1","1","1","27.2725","0.0","1.0","00:00:44","0"
